Player,Position,Weight,Team,Nationality,Year,Region,Selection_Type,Height_Feet,Height_Inch,Height_In_Inches,NBA_Draft_Year,NBA_Draft_Round,NBA_Draft_Pick
Clyde Drexler,SG,210,Portland Trail Blazers,United States,1992,West,Fans,6,7,79,1983.0,1.0,14.0
Tim Hardaway,PG,175,Golden State Warriors,United States,1992,West,Coaches,6,0,72,1989.0,1.0,14.0
Jeff Hornacek,SG,190,Phoenix Suns,United States,1992,West,Coaches,6,3,75,1986.0,2.0,22.0
Magic Johnson,PG,255,Los Angeles Lakers,United States,1992,West,Fans,6,9,81,1979.0,1.0,1.0
Dan Majerle,SG,215,Phoenix Suns,United States,1992,West,Coaches,6,6,78,1988.0,1.0,14.0
Karl Malone,PF,265,Utah Jazz,United States,1992,West,Fans,6,9,81,1985.0,1.0,13.0
Chris Mullin,SF,215,Golden State Warriors,United States,1992,West,Fans,6,7,79,1985.0,1.0,7.0
Dikembe Mutombo,C,260,Denver Nuggets,Democratic Republic of the Congo,1992,West,Coaches,7,2,86,1991.0,1.0,4.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1992,West,Coaches,7,0,84,1984.0,1.0,1.0
David Robinson,C,250,San Antonio Spurs,United States,1992,West,Fans,7,1,85,1987.0,1.0,1.0
John Stockton,PG,170,Utah Jazz,United States,1992,West,Coaches,6,1,73,1984.0,1.0,16.0
Otis Thorpe,PF,225,Houston Rockets,United States,1992,West,Coaches,6,9,81,1984.0,1.0,9.0
James Worthy,SF,225,Los Angeles Lakers,United States,1992,West,Coaches,6,9,81,1982.0,1.0,1.0
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1981,West,Fans,7,2,86,1969.0,1.0,1.0
Otis Birdsong,GF,190,Kansas City Kings,United States,1981,West,Coaches,6,3,75,1977.0,1.0,2.0
Adrian Dantley,SF,208,Utah Jazz,United States,1981,West,Fans,6,5,77,1976.0,1.0,6.0
Walter Davis,GF,193,Phoenix Suns,United States,1981,West,Fans,6,6,78,1977.0,1.0,5.0
George Gervin,GF,180,San Antonio Spurs,United States,1981,West,Fans,6,7,79,1974.0,3.0,4.0
Dennis Johnson,PG,185,Phoenix Suns,United States,1981,West,Coaches,6,4,76,1976.0,2.0,12.0
Moses Malone,C,215,Houston Rockets,United States,1981,West,Coaches,6,10,82,,,
Truck Robinson,F,225,Phoenix Suns,United States,1981,West,Coaches,6,7,79,1974.0,2.0,4.0
Jack Sikma,C,230,Seattle SuperSonics,United States,1981,West,Coaches,6,11,83,1977.0,1.0,8.0
Paul Westphal,G,195,Seattle SuperSonics,United States,1981,West,Fans,6,4,76,1972.0,1.0,10.0
Jamaal Wilkes,GF,190,Los Angeles Lakers,United States,1981,West,Coaches,6,6,78,1974.0,1.0,11.0
Vince Carter,SF,220,Toronto Raptors,United States,2004,East,Fans,6,6,78,1998.0,1.0,5.0
Baron Davis,G,215,New Orleans Hornets,United States,2004,East,Coaches,6,3,75,1999.0,1.0,3.0
Allen Iverson,G,165,Philadelphia Sixers,United States,2004,East,Fans,6,0,72,1996.0,1.0,1.0
Jason Kidd,PG,210,New Jersey Nets,United States,2004,East,Coaches,6,4,76,1994.0,1.0,2.0
Jamaal Magloire,C,259,New Orleans Hornets,Canada,2004,East,Coaches,6,11,83,2000.0,1.0,19.0
Kenyon Martin,F,240,New Jersey Nets,United States,2004,East,Coaches,6,9,81,2000.0,1.0,1.0
Tracy McGrady,GF,210,Orlando Magic,United States,2004,East,Fans,6,8,80,1997.0,1.0,9.0
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2004,East,Fans,6,11,83,1996.0,1.0,17.0
Paul Pierce,SF,235,Boston Celtics,United States,2004,East,Coaches,6,7,79,1998.0,1.0,10.0
Michael Redd,G,220,Milwaukee Bucks,United States,2004,East,Coaches,6,6,78,2000.0,2.0,14.0
Ben Wallace,FC,240,Detroit Pistons,United States,2004,East,Fans,6,9,81,,,
Metta World Peace,SF,260,Indiana Pacers,United States,2004,East,Coaches,6,7,79,1999.0,1.0,16.0
Charles Barkley,PF,252,Phoenix Suns,United States,1993,West,Fans,6,6,78,1984.0,1.0,5.0
Clyde Drexler,SG,210,Portland Trail Blazers,United States,1993,West,Fans,6,7,79,1983.0,1.0,14.0
Sean Elliott,SF,205,San Antonio Spurs,United States,1993,West,Coaches,6,8,80,1989.0,1.0,3.0
Tim Hardaway,PG,175,Golden State Warriors,United States,1993,West,Coaches,6,0,72,1989.0,1.0,14.0
Shawn Kemp,C,280,Seattle SuperSonics,United States,1993,West,Coaches,6,10,82,1989.0,1.0,17.0
Dan Majerle,SG,215,Phoenix Suns,United States,1993,West,Coaches,6,6,78,1988.0,1.0,14.0
Karl Malone,PF,265,Utah Jazz,United States,1993,West,Fans,6,9,81,1985.0,1.0,13.0
Danny Manning,F,230,Los Angeles Clippers,United States,1993,West,Coaches,6,10,82,1988.0,1.0,1.0
Chris Mullin,SF,215,Golden State Warriors,United States,1993,West,Coaches,6,7,79,1985.0,1.0,7.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1993,West,Coaches,7,0,84,1984.0,1.0,1.0
Terry Porter,PG,195,Portland Trail Blazers,United States,1993,Western,Replacement,6,3,75,1985.0,1.0,24.0
Mitch Richmond,SG,215,Sacramento Kings,United States,1993,West,Coaches,6,5,77,1988.0,1.0,5.0
David Robinson,C,250,San Antonio Spurs,United States,1993,West,Fans,7,1,85,1987.0,1.0,1.0
John Stockton,PG,170,Utah Jazz,United States,1993,West,Fans,6,1,73,1984.0,1.0,16.0
Tiny Archibald,PG,150,Boston Celtics,United States,1980,East,Coaches,6,1,73,1970.0,2.0,2.0
Larry Bird,SF,220,Boston Celtics,United States,1980,East,Coaches,6,9,81,1978.0,1.0,6.0
Bill Cartwright,C,245,New York Knicks,United States,1980,East,Coaches,7,1,85,1979.0,1.0,3.0
Dave Cowens,FC,230,Boston Celtics,United States,1980,East,Coaches,6,9,81,1970.0,1.0,4.0
John Drew,GF,205,Atlanta Hawks,United States,1980,East,Fans,6,6,78,1974.0,2.0,7.0
Julius Erving,SF,200,Philadelphia Sixers,United States,1980,East,Fans,6,6,78,1972.0,1.0,12.0
George Gervin,GF,180,San Antonio Spurs,United States,1980,East,Fans,6,7,79,1974.0,3.0,4.0
Elvin Hayes,FC,235,Washington Bullets,United States,1980,East,Coaches,6,9,81,1968.0,1.0,1.0
"Eddie Johnson, Jr.",G,180,Atlanta Hawks,United States,1980,East,Fans,6,2,74,1977.0,3.0,5.0
Moses Malone,C,215,Houston Rockets,United States,1980,East,Fans,6,10,82,,,
Micheal Ray Richardson,PG,189,New York Knicks,United States,1980,East,Coaches,6,5,77,1978.0,1.0,4.0
Dan Roundfield,PF,205,Atlanta Hawks,United States,1980,East,Coaches,6,8,80,1975.0,2.0,10.0
Ray Allen,SG,205,Seattle SuperSonics,United States,2005,West,Coaches,6,5,77,1996.0,1.0,5.0
Kobe Bryant,SG,212,Los Angeles Lakers,United States,2005,West,Fans,6,6,78,1996.0,1.0,13.0
Tim Duncan,FC,250,San Antonio Spurs,United States,2005,West,Fans,6,11,83,1997.0,1.0,1.0
Kevin Garnett,PF,240,Minnesota Timberwolves,United States,2005,West,Fans,6,11,83,1995.0,1.0,5.0
Manu Ginobili,SG,205,San Antonio Spurs,Argentina,2005,West,Coaches,6,6,78,1999.0,2.0,28.0
Rashard Lewis,F,235,Seattle SuperSonics,United States,2005,West,Coaches,6,10,82,1998.0,2.0,3.0
Shawn Marion,F,228,Phoenix Suns,United States,2005,West,Coaches,6,7,79,1999.0,1.0,9.0
Tracy McGrady,GF,210,Houston Rockets,United States,2005,West,Fans,6,8,80,1997.0,1.0,9.0
Yao Ming,C,310,Houston Rockets,China,2005,West,Fans,7,6,90,2002.0,1.0,1.0
Steve Nash,G,178,Phoenix Suns,Canada South Africa,2005,West,Coaches,6,3,75,1996.0,1.0,15.0
Dirk Nowitzki,PF,245,Dallas Mavericks,Germany,2005,West,Coaches,7,0,84,1998.0,1.0,9.0
Amar'e Stoudemire,FC,245,Phoenix Suns,United States,2005,West,Coaches,6,10,82,2002.0,1.0,9.0
Vince Carter,SF,220,Toronto Raptors,United States,2003,East,Coaches,6,6,78,1998.0,1.0,5.0
Zydrunas Ilgauskas,C,260,Cleveland Cavaliers,Lithuania,2003,East,Coaches,7,3,87,1996.0,1.0,20.0
Allen Iverson,G,165,Philadelphia Sixers,United States,2003,East,Fans,6,0,72,1996.0,1.0,1.0
Michael Jordan,SG,215,Washington Wizards,United States,2003,East,Fans,6,6,78,1984.0,1.0,3.0
Jason Kidd,PG,210,New Jersey Nets,United States,2003,East,Coaches,6,4,76,1994.0,1.0,2.0
Jamal Mashburn,SF,247,New Orleans Hornets,United States,2003,East,Coaches,6,8,80,1993.0,1.0,4.0
Tracy McGrady,GF,210,Orlando Magic,United States,2003,East,Fans,6,8,80,1997.0,1.0,9.0
Brad Miller,C,261,Indiana Pacers,United States,2003,East,Coaches,7,0,84,,,
Jermaine O'Neal,FC,235,Indiana Pacers,United States,2003,East,Fans,6,11,83,1996.0,1.0,17.0
Paul Pierce,SF,235,Boston Celtics,United States,2003,East,Coaches,6,7,79,1998.0,1.0,10.0
Antoine Walker,F,265,Boston Celtics,United States,2003,East,Coaches,6,9,81,1996.0,1.0,6.0
Ben Wallace,FC,240,Detroit Pistons,United States,2003,East,Fans,6,9,81,,,
Kareem Abdul-Jabbar,C,225,Los Angeles Lakers,United States,1986,West,Fans,7,2,86,1969.0,1.0,1.0
Rolando Blackman,G,190,Dallas Mavericks,Panama United States,1986,West,Coaches,6,6,78,1981.0,1.0,9.0
Adrian Dantley,SF,208,Utah Jazz,United States,1986,West,Coaches,6,5,77,1976.0,1.0,6.0
Clyde Drexler,SG,210,Portland Trail Blazers,United States,1986,West,Coaches,6,7,79,1983.0,1.0,14.0
Alex English,SF,190,Denver Nuggets,United States,1986,West,Coaches,6,7,79,1976.0,2.0,6.0
Artis Gilmore,C,240,San Antonio Spurs,United States,1986,West,Coaches,7,2,86,1971.0,7.0,15.0
Magic Johnson,PG,255,Los Angeles Lakers,United States,1986,West,Fans,6,9,81,1979.0,1.0,1.0
Marques Johnson,GF,218,Los Angeles Clippers,United States,1986,West,Coaches,6,7,79,1977.0,1.0,3.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1986,West,Coaches,7,0,84,1984.0,1.0,1.0
Alvin Robertson,SG,185,San Antonio Spurs,United States,1986,West,Fans,6,3,75,1984.0,1.0,7.0
Ralph Sampson,C,228,Houston Rockets,United States,1986,West,Fans,7,4,88,1983.0,1.0,1.0
James Worthy,SF,225,Los Angeles Lakers,United States,1986,West,Fans,6,9,81,1982.0,1.0,1.0
Charles Barkley,PF,252,Phoenix Suns,United States,1995,West,Fans,6,6,78,1984.0,1.0,5.0
Cedric Ceballos,SF,190,Los Angeles Lakers,United States,1995,West,Coaches,6,6,78,1990.0,2.0,21.0
Shawn Kemp,C,280,Seattle SuperSonics,United States,1995,West,Fans,6,10,82,1989.0,1.0,17.0
Dan Majerle,SG,215,Phoenix Suns,United States,1995,West,Fans,6,6,78,1988.0,1.0,14.0
Karl Malone,PF,265,Utah Jazz,United States,1995,West,Coaches,6,9,81,1985.0,1.0,13.0
Dikembe Mutombo,C,260,Denver Nuggets,Democratic Republic of the Congo,1995,Western,Replacement,7,2,86,1991.0,1.0,4.0
Hakeem Olajuwon,C,255,Houston Rockets,Nigeria United States,1995,West,Fans,7,0,84,1984.0,1.0,1.0
Gary Payton,G,180,Seattle SuperSonics,United States,1995,West,Coaches,6,4,76,1990.0,1.0,2.0
Mitch Richmond,SG,215,Sacramento Kings,United States,1995,West,Coaches,6,5,77,1988.0,1.0,5.0
David Robinson,C,250,San Antonio Spurs,United States,1995,West,Coaches,7,1,85,1987.0,1.0,1.0
Detlef Schrempf,SF,214,Seattle SuperSonics,Germany United States,1995,West,Coaches,6,9,81,1985.0,1.0,8.0
Latrell Sprewell,SG,190,Golden State Warriors,United States,1995,West,Fans,6,5,77,1992.0,1.0,24.0
John Stockton,PG,170,Utah Jazz,United States,1995,West,Coaches,6,1,73,1984.0,1.0,16.0
Carmelo Anthony,F,240,Denver Nuggets,United States,2010,West,Fans,6,8,80,2003.0,1.0,3.0
